order_item_id,order_id,product_id,quantity,list_price_inr,gross_list_value_inr,discount_amount_inr,item_revenue_inr,unit_cogs_inr,cogs_inr,packaging_cost_inr
OI-00328,ORD-00152,P007,1,2199,2199,153.93,2045.07,1662.44,1662.44,42
OI-00329,ORD-00152,P045,2,599,1198,41.93,1156.07,257.57,515.14,38
OI-00330,ORD-00153,P003,1,4999,4999,549.89,4449.11,4209.16,4209.16,42
OI-00331,ORD-00153,P012,1,1299,1299,129.9,1169.1,1005.43,1005.43,42
OI-00332,ORD-00154,P023,1,999,999,124.88,874.12,503.5,503.5,24
OI-00333,ORD-00154,P015,1,1399,1399,132.91,1266.09,705.1,705.1,24
OI-00334,ORD-00155,P024,1,999,999,79.92,919.08,515.48,515.48,24
OI-00335,ORD-00155,P037,1,349,349,26.18,322.82,150.07,150.07,19
OI-00336,ORD-00156,P038,2,599,1198,77.87,1120.13,264.01,528.02,38
OI-00337,ORD-00156,P021,1,999,999,69.93,929.07,479.52,479.52,24
OI-00338,ORD-00156,P055,1,449,449,6.74,442.26,245.15,245.15,16
OI-00339,ORD-00157,P036,1,1299,1299,110.42,1188.58,823.89,823.89,31
OI-00340,ORD-00157,P038,1,599,599,53.91,545.09,264.01,264.01,19
OI-00341,ORD-00158,P044,1,1199,1199,77.94,1121.06,554.24,554.24,19
OI-00342,ORD-00158,P019,1,1399,1399,153.89,1245.11,705.1,705.1,24
OI-00343,ORD-00159,P037,2,349,698,17.45,680.55,150.07,300.14,38
OI-00344,ORD-00159,P025,1,2299,2299,160.93,2138.07,1356.41,1356.41,31
OI-00345,ORD-00160,P060,1,649,649,45.43,603.57,362.79,362.79,16
OI-00346,ORD-00160,P038,1,599,599,35.94,563.06,264.01,264.01,19
OI-00347,ORD-00161,P057,1,649,649,38.94,610.06,337.48,337.48,16
OI-00348,ORD-00161,P003,1,4999,4999,549.89,4449.11,4209.16,4209.16,42
OI-00349,ORD-00162,P033,1,2299,2299,298.87,2000.13,1356.41,1356.41,31
OI-00350,ORD-00162,P013,1,999,999,131.87,867.13,479.52,479.52,24
OI-00351,ORD-00162,P041,2,899,1798,129.46,1668.54,386.57,773.14,38
OI-00352,ORD-00163,P024,2,999,1998,273.73,1724.27,515.48,1030.96,48
OI-00353,ORD-00163,P034,1,849,849,106.13,742.87,513.43,513.43,31
OI-00354,ORD-00164,P032,1,549,549,43.92,505.08,348.2,348.2,31
OI-00355,ORD-00164,P001,1,3499,3499,454.87,3044.13,2904.17,2904.17,42
OI-00356,ORD-00165,P043,1,1199,1199,104.31,1094.69,541.35,541.35,19
OI-00357,ORD-00165,P042,2,899,1798,102.49,1695.51,396.23,792.46,38
OI-00358,ORD-00166,P027,1,849,849,93.39,755.61,525.96,525.96,31
OI-00359,ORD-00166,P037,1,349,349,18.15,330.85,150.07,150.07,19
OI-00360,ORD-00167,P029,2,849,1698,220.74,1477.26,500.91,1001.82,62
OI-00361,ORD-00167,P055,1,449,449,13.47,435.53,245.15,245.15,16
OI-00362,ORD-00168,P058,1,649,649,48.68,600.32,345.92,345.92,16
OI-00363,ORD-00168,P003,1,4999,4999,774.85,4224.15,4209.16,4209.16,42
OI-00364,ORD-00168,P054,1,299,299,16.45,282.55,159.37,159.37,16
OI-00365,ORD-00169,P031,1,2299,2299,298.87,2000.13,1424.23,1424.23,31
OI-00366,ORD-00169,P008,1,3499,3499,454.87,3044.13,2708.23,2708.23,42
OI-00367,ORD-00170,P021,1,999,999,81.92,917.08,479.52,479.52,24
OI-00368,ORD-00170,P008,1,3499,3499,559.84,2939.16,2708.23,2708.23,42
OI-00369,ORD-00171,P020,1,1899,1899,222.18,1676.82,979.88,979.88,24
OI-00370,ORD-00171,P007,1,2199,2199,406.81,1792.19,1662.44,1662.44,42
OI-00371,ORD-00172,P025,1,2299,2299,206.91,2092.09,1356.41,1356.41,31
OI-00372,ORD-00172,P038,1,599,599,31.15,567.85,264.01,264.01,19
OI-00373,ORD-00173,P036,1,1299,1299,168.87,1130.13,823.89,823.89,31
OI-00374,ORD-00173,P047,1,349,349,25.13,323.87,157.57,157.57,19
OI-00375,ORD-00174,P022,1,699,699,81.78,617.22,343.91,343.91,24
OI-00376,ORD-00174,P029,1,849,849,123.1,725.9,500.91,500.91,31
OI-00377,ORD-00174,P003,1,4999,4999,724.85,4274.15,4209.16,4209.16,42
OI-00378,ORD-00175,P053,1,299,299,14.95,284.05,155.48,155.48,16
OI-00379,ORD-00175,P006,1,3499,3499,384.89,3114.11,2582.26,2582.26,42
OI-00380,ORD-00176,P015,2,1399,2798,341.36,2456.64,705.1,1410.2,48
OI-00381,ORD-00176,P058,1,649,649,38.94,610.06,345.92,345.92,16
OI-00382,ORD-00177,P056,1,449,449,29.19,419.81,250.99,250.99,16
OI-00383,ORD-00177,P006,1,3499,3499,507.35,2991.65,2582.26,2582.26,42
OI-00384,ORD-00178,P041,1,899,899,73.72,825.28,386.57,386.57,19
OI-00385,ORD-00178,P016,1,1399,1399,128.71,1270.29,721.88,721.88,24
OI-00386,ORD-00179,P033,1,2299,2299,252.89,2046.11,1356.41,1356.41,31
OI-00387,ORD-00179,P029,1,849,849,67.92,781.08,500.91,500.91,31
OI-00388,ORD-00180,P048,1,1199,1199,128.29,1070.71,554.24,554.24,19
OI-00389,ORD-00180,P035,1,1299,1299,188.35,1110.65,804.73,804.73,31
OI-00390,ORD-00180,P012,2,1299,2598,480.63,2117.37,1005.43,2010.86,84
OI-00391,ORD-00181,P016,1,1399,1399,128.71,1270.29,721.88,721.88,24
OI-00392,ORD-00181,P022,2,699,1398,142.6,1255.4,343.91,687.82,48
OI-00393,ORD-00182,P034,1,849,849,110.37,738.63,513.43,513.43,31
OI-00394,ORD-00182,P004,1,4999,4999,749.85,4249.15,4239.15,4239.15,42
OI-00395,ORD-00183,P051,1,449,449,29.19,419.81,245.15,245.15,16
OI-00396,ORD-00183,P017,1,1899,1899,222.18,1676.82,911.52,911.52,24
OI-00397,ORD-00184,P004,1,4999,4999,549.89,4449.11,4239.15,4239.15,42
OI-00398,ORD-00184,P047,1,349,349,18.15,330.85,157.57,157.57,19
OI-00399,ORD-00185,P010,1,2199,2199,307.86,1891.14,1622.86,1622.86,42
OI-00400,ORD-00185,P041,1,899,899,37.76,861.24,386.57,386.57,19
OI-00401,ORD-00186,P015,1,1399,1399,163.68,1235.32,705.1,705.1,24
OI-00402,ORD-00186,P022,2,699,1398,149.59,1248.41,343.91,687.82,48
OI-00403,ORD-00186,P039,1,1199,1199,128.29,1070.71,541.35,541.35,19
OI-00404,ORD-00187,P027,2,849,1698,203.76,1494.24,525.96,1051.92,62
OI-00405,ORD-00187,P048,1,1199,1199,86.33,1112.67,554.24,554.24,19
OI-00406,ORD-00188,P005,1,1299,1299,155.88,1143.12,1109.35,1109.35,42
OI-00407,ORD-00188,P023,1,999,999,111.89,887.11,503.5,503.5,24
OI-00408,ORD-00189,P004,1,4999,4999,924.81,4074.19,4239.15,4239.15,42
OI-00409,ORD-00189,P030,1,849,849,97.64,751.36,513.43,513.43,31
OI-00410,ORD-00190,P038,1,599,599,37.14,561.86,264.01,264.01,19
OI-00411,ORD-00190,P043,1,1199,1199,38.37,1160.63,541.35,541.35,19
OI-00412,ORD-00191,P012,1,1299,1299,194.85,1104.15,1005.43,1005.43,42
OI-00413,ORD-00191,P057,1,649,649,32.45,616.55,337.48,337.48,16
OI-00414,ORD-00192,P031,1,2299,2299,264.38,2034.62,1424.23,1424.23,31
OI-00415,ORD-00192,P031,1,2299,2299,287.38,2011.62,1424.23,1424.23,31
OI-00416,ORD-00192,P013,1,999,999,156.84,842.16,479.52,479.52,24
OI-00417,ORD-00193,P058,1,649,649,19.47,629.53,345.92,345.92,16
OI-00418,ORD-00193,P039,1,1199,1199,74.34,1124.66,541.35,541.35,19
OI-00419,ORD-00194,P042,1,899,899,46.75,852.25,396.23,396.23,19
OI-00420,ORD-00194,P019,1,1399,1399,128.71,1270.29,705.1,705.1,24
OI-00421,ORD-00195,P044,1,1199,1199,104.31,1094.69,554.24,554.24,19
OI-00422,ORD-00195,P018,1,1899,1899,298.14,1600.86,934.31,934.31,24
OI-00423,ORD-00196,P003,1,4999,4999,649.87,4349.13,4209.16,4209.16,42
OI-00424,ORD-00196,P009,1,3499,3499,419.88,3079.12,2519.28,2519.28,42
OI-00425,ORD-00197,P028,1,1299,1299,129.9,1169.1,823.89,823.89,31
OI-00426,ORD-00197,P039,1,1199,1199,98.32,1100.68,541.35,541.35,19
OI-00427,ORD-00198,P002,1,2199,2199,384.82,1814.18,1838.36,1838.36,42
OI-00428,ORD-00198,P048,1,1199,1199,116.3,1082.7,554.24,554.24,19
OI-00429,ORD-00198,P004,1,4999,4999,824.84,4174.16,4239.15,4239.15,42
OI-00430,ORD-00199,P004,1,4999,4999,599.88,4399.12,4239.15,4239.15,42
OI-00431,ORD-00199,P028,2,1299,2598,259.8,2338.2,823.89,1647.78,62
OI-00432,ORD-00200,P001,1,3499,3499,384.89,3114.11,2904.17,2904.17,42
OI-00433,ORD-00200,P003,1,4999,4999,549.89,4449.11,4209.16,4209.16,42
OI-00434,ORD-00201,P042,2,899,1798,120.47,1677.53,396.23,792.46,38
OI-00435,ORD-00201,P033,1,2299,2299,310.37,1988.63,1356.41,1356.41,31
OI-00436,ORD-00202,P001,1,3499,3499,384.89,3114.11,2904.17,2904.17,42
OI-00437,ORD-00202,P041,1,899,899,37.76,861.24,386.57,386.57,19
OI-00438,ORD-00203,P029,1,849,849,110.37,738.63,500.91,500.91,31
OI-00439,ORD-00203,P020,1,1899,1899,174.71,1724.29,979.88,979.88,24
OI-00440,ORD-00204,P004,1,4999,4999,924.81,4074.19,4239.15,4239.15,42
OI-00441,ORD-00204,P032,2,549,1098,159.21,938.79,348.2,696.4,62
OI-00442,ORD-00204,P020,1,1899,1899,222.18,1676.82,979.88,979.88,24
OI-00443,ORD-00205,P046,1,599,599,31.15,567.85,264.01,264.01,19
OI-00444,ORD-00205,P045,1,599,599,19.17,579.83,257.57,257.57,19
OI-00445,ORD-00206,P022,1,699,699,95.76,603.24,343.91,343.91,24
OI-00446,ORD-00206,P007,1,2199,2199,340.84,1858.16,1662.44,1662.44,42
OI-00447,ORD-00207,P019,2,1399,2798,341.36,2456.64,705.1,1410.2,48
OI-00448,ORD-00207,P004,2,4999,9998,1499.7,8498.3,4239.15,8478.3,84
OI-00449,ORD-00208,P028,1,1299,1299,155.88,1143.12,823.89,823.89,31
OI-00450,ORD-00208,P046,1,599,599,37.14,561.86,264.01,264.01,19
OI-00451,ORD-00209,P015,1,1399,1399,205.65,1193.35,705.1,705.1,24
OI-00452,ORD-00209,P029,1,849,849,123.1,725.9,500.91,500.91,31
OI-00453,ORD-00210,P038,1,599,599,25.16,573.84,264.01,264.01,19
OI-00454,ORD-00210,P047,2,349,698,50.26,647.74,157.57,315.14,38
OI-00455,ORD-00210,P045,1,599,599,31.15,567.85,257.57,257.57,19
OI-00456,ORD-00211,P038,2,599,1198,62.3,1135.7,264.01,528.02,38
OI-00457,ORD-00211,P012,2,1299,2598,311.76,2286.24,1005.43,2010.86,84
OI-00458,ORD-00212,P049,1,649,649,35.7,613.3,337.48,337.48,16
OI-00459,ORD-00212,P024,1,999,999,136.86,862.14,515.48,515.48,24
OI-00460,ORD-00213,P001,1,3499,3499,419.88,3079.12,2904.17,2904.17,42
OI-00461,ORD-00213,P044,1,1199,1199,98.32,1100.68,554.24,554.24,19
OI-00462,ORD-00214,P058,1,649,649,32.45,616.55,345.92,345.92,16
OI-00463,ORD-00214,P039,2,1199,2398,196.64,2201.36,541.35,1082.7,38
OI-00464,ORD-00215,P059,2,449,898,76.33,821.67,245.15,490.3,32
OI-00465,ORD-00215,P010,1,2199,2199,296.87,1902.13,1622.86,1622.86,42
OI-00466,ORD-00216,P044,1,1199,1199,50.36,1148.64,554.24,554.24,19
OI-00467,ORD-00216,P033,1,2299,2299,183.92,2115.08,1356.41,1356.41,31
OI-00468,ORD-00216,P043,1,1199,1199,74.34,1124.66,541.35,541.35,19
OI-00469,ORD-00217,P010,1,2199,2199,351.84,1847.16,1622.86,1622.86,42
OI-00470,ORD-00217,P010,1,2199,2199,307.86,1891.14,1622.86,1622.86,42
OI-00471,ORD-00218,P023,1,999,999,106.89,892.11,503.5,503.5,24
OI-00472,ORD-00218,P010,1,2199,2199,362.84,1836.16,1622.86,1622.86,42
OI-00473,ORD-00219,P035,1,1299,1299,103.92,1195.08,804.73,804.73,31
OI-00474,ORD-00219,P029,1,849,849,101.88,747.12,500.91,500.91,31
OI-00475,ORD-00220,P020,1,1899,1899,174.71,1724.29,979.88,979.88,24
OI-00476,ORD-00220,P011,1,1299,1299,168.87,1130.13,982.04,982.04,42
OI-00477,ORD-00221,P042,1,899,899,96.19,802.81,396.23,396.23,19
OI-00478,ORD-00221,P011,1,1299,1299,240.31,1058.69,982.04,982.04,42
OI-00479,ORD-00222,P003,2,4999,9998,1499.7,8498.3,4209.16,8418.32,84
OI-00480,ORD-00222,P052,1,199,199,7.96,191.04,111.24,111.24,16
OI-00481,ORD-00222,P042,1,899,899,64.73,834.27,396.23,396.23,19
OI-00482,ORD-00223,P044,1,1199,1199,50.36,1148.64,554.24,554.24,19
OI-00483,ORD-00223,P028,1,1299,1299,168.87,1130.13,823.89,823.89,31
OI-00484,ORD-00224,P012,2,1299,2598,428.67,2169.33,1005.43,2010.86,84
OI-00485,ORD-00224,P049,1,649,649,29.21,619.79,337.48,337.48,16
OI-00486,ORD-00225,P022,1,699,699,92.27,606.73,343.91,343.91,24
OI-00487,ORD-00225,P041,1,899,899,46.75,852.25,386.57,386.57,19
OI-00488,ORD-00226,P035,1,1299,1299,155.88,1143.12,804.73,804.73,31
OI-00489,ORD-00226,P007,1,2199,2199,307.86,1891.14,1662.44,1662.44,42
OI-00490,ORD-00227,P060,1,649,649,22.72,626.28,362.79,362.79,16
OI-00491,ORD-00227,P003,1,4999,4999,924.81,4074.19,4209.16,4209.16,42
OI-00492,ORD-00228,P047,1,349,349,18.15,330.85,157.57,157.57,19
OI-00493,ORD-00228,P054,1,299,299,5.98,293.02,159.37,159.37,16
OI-00494,ORD-00228,P029,2,849,1698,152.82,1545.18,500.91,1001.82,62
OI-00495,ORD-00229,P010,2,2199,4398,571.74,3826.26,1622.86,3245.72,84
OI-00496,ORD-00229,P034,2,849,1698,220.74,1477.26,513.43,1026.86,62
OI-00497,ORD-00230,P037,1,349,349,30.36,318.64,150.07,150.07,19
OI-00498,ORD-00230,P026,1,549,549,68.63,480.37,332.01,332.01,31
OI-00499,ORD-00231,P014,1,1899,1899,174.71,1724.29,934.31,934.31,24
OI-00500,ORD-00231,P027,2,849,1698,152.82,1545.18,525.96,1051.92,62
OI-00501,ORD-00232,P034,2,849,1698,186.78,1511.22,513.43,1026.86,62
OI-00502,ORD-00232,P002,1,2199,2199,263.88,1935.12,1838.36,1838.36,42
OI-00503,ORD-00233,P052,1,199,199,14.93,184.07,111.24,111.24,16
OI-00504,ORD-00233,P013,1,999,999,116.88,882.12,479.52,479.52,24
OI-00505,ORD-00234,P040,1,1199,1199,62.35,1136.65,554.24,554.24,19
OI-00506,ORD-00234,P030,1,849,849,84.9,764.1,513.43,513.43,31
OI-00507,ORD-00234,P055,1,449,449,4.49,444.51,245.15,245.15,16
OI-00508,ORD-00235,P051,1,449,449,17.96,431.04,245.15,245.15,16
OI-00509,ORD-00235,P052,2,199,398,11.94,386.06,111.24,222.48,32
OI-00510,ORD-00236,P046,2,599,1198,68.29,1129.71,264.01,528.02,38
OI-00511,ORD-00236,P040,2,1199,2398,160.67,2237.33,554.24,1108.48,38
OI-00512,ORD-00237,P052,1,199,199,3.98,195.02,111.24,111.24,16
OI-00513,ORD-00237,P003,1,4999,4999,599.88,4399.12,4209.16,4209.16,42
OI-00514,ORD-00238,P025,1,2299,2299,206.91,2092.09,1356.41,1356.41,31
OI-00515,ORD-00238,P027,1,849,849,101.88,747.12,525.96,525.96,31
OI-00516,ORD-00239,P013,1,999,999,116.88,882.12,479.52,479.52,24
OI-00517,ORD-00239,P041,1,899,899,60.23,838.77,386.57,386.57,19
OI-00518,ORD-00240,P031,2,2299,4598,597.74,4000.26,1424.23,2848.46,62
OI-00519,ORD-00240,P019,2,1399,2798,341.36,2456.64,705.1,1410.2,48
OI-00520,ORD-00240,P056,1,449,449,17.96,431.04,250.99,250.99,16
OI-00521,ORD-00241,P030,2,849,1698,220.74,1477.26,513.43,1026.86,62
OI-00522,ORD-00241,P027,1,849,849,93.39,755.61,525.96,525.96,31
OI-00523,ORD-00242,P055,1,449,449,15.72,433.28,245.15,245.15,16
OI-00524,ORD-00242,P013,1,999,999,126.87,872.13,479.52,479.52,24
OI-00525,ORD-00243,P046,1,599,599,31.15,567.85,264.01,264.01,19
OI-00526,ORD-00243,P038,2,599,1198,74.28,1123.72,264.01,528.02,38
OI-00527,ORD-00244,P060,1,649,649,12.98,636.02,362.79,362.79,16
OI-00528,ORD-00244,P011,1,1299,1299,181.86,1117.14,982.04,982.04,42
OI-00529,ORD-00245,P031,1,2299,2299,264.38,2034.62,1424.23,1424.23,31
OI-00530,ORD-00245,P053,1,299,299,10.47,288.53,155.48,155.48,16
OI-00531,ORD-00246,P009,1,3499,3499,524.85,2974.15,2519.28,2519.28,42
OI-00532,ORD-00246,P017,1,1899,1899,250.67,1648.33,911.52,911.52,24
OI-00533,ORD-00246,P030,1,849,849,101.88,747.12,513.43,513.43,31
OI-00534,ORD-00247,P055,1,449,449,26.94,422.06,245.15,245.15,16
OI-00535,ORD-00247,P026,2,549,1098,98.82,999.18,332.01,664.02,62
OI-00536,ORD-00248,P025,1,2299,2299,298.87,2000.13,1356.41,1356.41,31
OI-00537,ORD-00248,P028,2,1299,2598,233.82,2364.18,823.89,1647.78,62
OI-00538,ORD-00249,P006,1,3499,3499,454.87,3044.13,2582.26,2582.26,42
OI-00539,ORD-00249,P003,2,4999,9998,1199.76,8798.24,4209.16,8418.32,84
OI-00540,ORD-00250,P009,1,3499,3499,472.37,3026.63,2519.28,2519.28,42
OI-00541,ORD-00250,P008,1,3499,3499,542.35,2956.65,2708.23,2708.23,42
OI-00542,ORD-00251,P031,1,2299,2299,252.89,2046.11,1424.23,1424.23,31
OI-00543,ORD-00251,P024,1,999,999,111.89,887.11,515.48,515.48,24
OI-00544,ORD-00252,P032,1,549,549,65.88,483.12,348.2,348.2,31
OI-00545,ORD-00252,P019,1,1399,1399,142.7,1256.3,705.1,705.1,24
OI-00546,ORD-00252,P009,1,3499,3499,524.85,2974.15,2519.28,2519.28,42
OI-00547,ORD-00253,P007,1,2199,2199,384.82,1814.18,1662.44,1662.44,42
OI-00548,ORD-00253,P054,1,299,299,19.44,279.56,159.37,159.37,16
OI-00549,ORD-00254,P008,1,3499,3499,524.85,2974.15,2708.23,2708.23,42
OI-00550,ORD-00254,P028,1,1299,1299,168.87,1130.13,823.89,823.89,31
OI-00551,ORD-00255,P048,2,1199,2398,124.7,2273.3,554.24,1108.48,38
OI-00552,ORD-00255,P002,1,2199,2199,241.89,1957.11,1838.36,1838.36,42
OI-00553,ORD-00256,P019,1,1399,1399,149.69,1249.31,705.1,705.1,24
OI-00554,ORD-00256,P058,1,649,649,22.72,626.28,345.92,345.92,16
OI-00555,ORD-00257,P044,1,1199,1199,38.37,1160.63,554.24,554.24,19
OI-00556,ORD-00257,P058,2,649,1298,12.98,1285.02,345.92,691.84,32
OI-00557,ORD-00258,P019,1,1399,1399,184.67,1214.33,705.1,705.1,24
OI-00558,ORD-00258,P002,1,2199,2199,351.84,1847.16,1838.36,1838.36,42
OI-00559,ORD-00258,P059,1,449,449,22.45,426.55,245.15,245.15,16
OI-00560,ORD-00259,P030,1,849,849,123.1,725.9,513.43,513.43,31
OI-00561,ORD-00259,P012,1,1299,1299,240.31,1058.69,1005.43,1005.43,42
OI-00562,ORD-00260,P060,2,649,1298,51.92,1246.08,362.79,725.58,32
OI-00563,ORD-00260,P031,1,2299,2299,206.91,2092.09,1424.23,1424.23,31
OI-00564,ORD-00261,P054,1,299,299,5.98,293.02,159.37,159.37,16
OI-00565,ORD-00261,P012,2,1299,2598,285.78,2312.22,1005.43,2010.86,84
OI-00566,ORD-00262,P029,1,849,849,89.14,759.86,500.91,500.91,31
OI-00567,ORD-00262,P059,1,449,449,33.68,415.32,245.15,245.15,16
OI-00568,ORD-00263,P052,1,199,199,5.97,193.03,111.24,111.24,16
OI-00569,ORD-00263,P014,1,1899,1899,250.67,1648.33,934.31,934.31,24
OI-00570,ORD-00264,P015,1,1399,1399,142.7,1256.3,705.1,705.1,24
OI-00571,ORD-00264,P034,1,849,849,84.9,764.1,513.43,513.43,31
OI-00572,ORD-00264,P051,1,449,449,26.94,422.06,245.15,245.15,16
OI-00573,ORD-00265,P034,1,849,849,89.14,759.86,513.43,513.43,31
OI-00574,ORD-00265,P024,1,999,999,136.86,862.14,515.48,515.48,24
OI-00575,ORD-00266,P029,1,849,849,67.92,781.08,500.91,500.91,31
OI-00576,ORD-00266,P055,2,449,898,44.9,853.1,245.15,490.3,32
OI-00577,ORD-00267,P044,2,1199,2398,124.7,2273.3,554.24,1108.48,38
OI-00578,ORD-00267,P034,1,849,849,84.9,764.1,513.43,513.43,31
OI-00579,ORD-00268,P001,1,3499,3499,542.35,2956.65,2904.17,2904.17,42
OI-00580,ORD-00268,P025,2,2299,4598,528.77,4069.23,1356.41,2712.82,62
OI-00581,ORD-00269,P015,1,1399,1399,156.69,1242.31,705.1,705.1,24
OI-00582,ORD-00269,P035,1,1299,1299,168.87,1130.13,804.73,804.73,31
OI-00583,ORD-00270,P001,2,3499,6998,839.76,6158.24,2904.17,5808.34,84
OI-00584,ORD-00270,P006,1,3499,3499,489.86,3009.14,2582.26,2582.26,42
OI-00585,ORD-00270,P006,2,3499,6998,769.78,6228.22,2582.26,5164.52,84
OI-00586,ORD-00271,P012,2,1299,2598,480.63,2117.37,1005.43,2010.86,84
OI-00587,ORD-00271,P019,1,1399,1399,219.64,1179.36,705.1,705.1,24
OI-00588,ORD-00272,P001,1,3499,3499,489.86,3009.14,2904.17,2904.17,42
OI-00589,ORD-00272,P036,2,1299,2598,207.84,2390.16,823.89,1647.78,62
OI-00590,ORD-00273,P046,1,599,599,19.17,579.83,264.01,264.01,19
OI-00591,ORD-00273,P006,1,3499,3499,384.89,3114.11,2582.26,2582.26,42
OI-00592,ORD-00274,P045,1,599,599,64.09,534.91,257.57,257.57,19
OI-00593,ORD-00274,P040,1,1199,1199,68.34,1130.66,554.24,554.24,19
OI-00594,ORD-00275,P055,1,449,449,26.94,422.06,245.15,245.15,16
OI-00595,ORD-00275,P043,1,1199,1199,50.36,1148.64,541.35,541.35,19
OI-00596,ORD-00276,P006,2,3499,6998,1049.7,5948.3,2582.26,5164.52,84
OI-00597,ORD-00276,P009,1,3499,3499,524.85,2974.15,2519.28,2519.28,42
OI-00598,ORD-00276,P036,1,1299,1299,142.89,1156.11,823.89,823.89,31
OI-00599,ORD-00277,P014,1,1899,1899,298.14,1600.86,934.31,934.31,24
OI-00600,ORD-00277,P004,1,4999,4999,874.82,4124.18,4239.15,4239.15,42
OI-00601,ORD-00278,P013,1,999,999,111.89,887.11,479.52,479.52,24
OI-00602,ORD-00278,P015,2,1399,2798,229.44,2568.56,705.1,1410.2,48
OI-00603,ORD-00279,P004,2,4999,9998,1599.68,8398.32,4239.15,8478.3,84
OI-00604,ORD-00279,P051,1,449,449,22.45,426.55,245.15,245.15,16
OI-00605,ORD-00280,P012,1,1299,1299,188.35,1110.65,1005.43,1005.43,42
OI-00606,ORD-00280,P010,1,2199,2199,362.84,1836.16,1622.86,1622.86,42
OI-00607,ORD-00281,P035,1,1299,1299,116.91,1182.09,804.73,804.73,31
OI-00608,ORD-00281,P047,1,349,349,11.17,337.83,157.57,157.57,19
OI-00609,ORD-00282,P032,1,549,549,49.41,499.59,348.2,348.2,31
OI-00610,ORD-00282,P030,1,849,849,67.92,781.08,513.43,513.43,31
OI-00611,ORD-00282,P029,1,849,849,110.37,738.63,500.91,500.91,31
OI-00612,ORD-00283,P012,1,1299,1299,240.31,1058.69,1005.43,1005.43,42
OI-00613,ORD-00283,P020,1,1899,1899,241.17,1657.83,979.88,979.88,24
OI-00614,ORD-00284,P021,1,999,999,81.92,917.08,479.52,479.52,24
OI-00615,ORD-00284,P056,1,449,449,8.98,440.02,250.99,250.99,16
OI-00616,ORD-00285,P049,2,649,1298,12.98,1285.02,337.48,674.96,32
OI-00617,ORD-00285,P031,2,2299,4598,597.74,4000.26,1424.23,2848.46,62
OI-00618,ORD-00286,P032,2,549,1098,170.19,927.81,348.2,696.4,62
OI-00619,ORD-00286,P054,1,299,299,13.46,285.54,159.37,159.37,16
OI-00620,ORD-00287,P008,1,3499,3499,489.86,3009.14,2708.23,2708.23,42
OI-00621,ORD-00287,P011,1,1299,1299,155.88,1143.12,982.04,982.04,42
OI-00622,ORD-00288,P045,1,599,599,25.16,573.84,257.57,257.57,19
OI-00623,ORD-00288,P058,1,649,649,25.96,623.04,345.92,345.92,16
OI-00624,ORD-00288,P031,1,2299,2299,298.87,2000.13,1424.23,1424.23,31
OI-00625,ORD-00289,P033,1,2299,2299,206.91,2092.09,1356.41,1356.41,31
OI-00626,ORD-00289,P051,1,449,449,4.49,444.51,245.15,245.15,16
OI-00627,ORD-00290,P003,1,4999,4999,799.84,4199.16,4209.16,4209.16,42
OI-00628,ORD-00290,P060,1,649,649,19.47,629.53,362.79,362.79,16
OI-00629,ORD-00291,P003,1,4999,4999,724.85,4274.15,4209.16,4209.16,42
OI-00630,ORD-00291,P020,1,1899,1899,279.15,1619.85,979.88,979.88,24
OI-00631,ORD-00292,P051,1,449,449,17.96,431.04,245.15,245.15,16
OI-00632,ORD-00292,P011,1,1299,1299,168.87,1130.13,982.04,982.04,42
OI-00633,ORD-00293,P015,1,1399,1399,128.71,1270.29,705.1,705.1,24
OI-00634,ORD-00293,P011,1,1299,1299,155.88,1143.12,982.04,982.04,42
OI-00635,ORD-00294,P003,2,4999,9998,1349.73,8648.27,4209.16,8418.32,84
OI-00636,ORD-00294,P054,1,299,299,10.47,288.53,159.37,159.37,16
OI-00637,ORD-00294,P007,1,2199,2199,362.84,1836.16,1662.44,1662.44,42
OI-00638,ORD-00295,P004,1,4999,4999,699.86,4299.14,4239.15,4239.15,42
OI-00639,ORD-00295,P018,1,1899,1899,231.68,1667.32,934.31,934.31,24
OI-00640,ORD-00296,P039,1,1199,1199,38.37,1160.63,541.35,541.35,19
OI-00641,ORD-00296,P050,1,649,649,32.45,616.55,345.92,345.92,16
OI-00642,ORD-00297,P014,1,1899,1899,260.16,1638.84,934.31,934.31,24
OI-00643,ORD-00297,P041,1,899,899,69.22,829.78,386.57,386.57,19
OI-00644,ORD-00298,P006,1,3499,3499,454.87,3044.13,2582.26,2582.26,42
OI-00645,ORD-00298,P039,1,1199,1199,98.32,1100.68,541.35,541.35,19
OI-00646,ORD-00299,P015,1,1399,1399,170.68,1228.32,705.1,705.1,24
OI-00647,ORD-00299,P045,1,599,599,49.12,549.88,257.57,257.57,19
OI-00648,ORD-00300,P010,1,2199,2199,406.81,1792.19,1622.86,1622.86,42
OI-00649,ORD-00300,P002,2,2199,4398,681.69,3716.31,1838.36,3676.72,84
OI-00650,ORD-00300,P050,1,649,649,35.7,613.3,345.92,345.92,16
OI-00651,ORD-00301,P042,1,899,899,55.74,843.26,396.23,396.23,19
OI-00652,ORD-00301,P045,2,599,1198,98.24,1099.76,257.57,515.14,38
OI-00653,ORD-00302,P042,1,899,899,37.76,861.24,396.23,396.23,19
OI-00654,ORD-00302,P046,1,599,599,25.16,573.84,264.01,264.01,19
OI-00655,ORD-00303,P041,2,899,1798,102.49,1695.51,386.57,773.14,38
